name,type,category,capacity_mw,lat,lon,source
Hirewaddatti Wind Farm,Power Plant (Wind),Thermal/Power Industry,49.0,15.1997,75.762,WRI Power Database
Holalkere,Power Plant (Solar),Thermal/Power Industry,20.0,13.99,76.372,WRI Power Database
Holenarasipura,Power Plant (Solar),Thermal/Power Industry,20.0,12.755,76.204,WRI Power Database
Honnali JK,Power Plant (Solar),Thermal/Power Industry,10.0,14.235,75.63,WRI Power Database
Horti Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,20.0,17.9054,76.3224,WRI Power Database
Hothi,Power Plant (Solar),Thermal/Power Industry,16.2,17.613,77.571,WRI Power Database
Humnabad,Power Plant (Solar),Thermal/Power Industry,20.0,17.733,77.211,WRI Power Database
Hunagund,Power Plant (Solar),Thermal/Power Industry,15.0,16.008,76.04,WRI Power Database
Hyderabad HYD,Power Plant (Solar),Thermal/Power Industry,5.0,17.2465,78.4016,WRI Power Database
Hyderabad II,Power Plant (Solar),Thermal/Power Industry,5.0,17.2464,78.4049,WRI Power Database
I.B.VALLEY,Power Plant (Coal),Thermal/Power Industry,420.0,21.6872,83.86,WRI Power Database
I.P.GT,Power Plant (Gas),Thermal/Power Industry,270.0,28.6194,77.2504,WRI Power Database
IDAMALAYAR,Power Plant (Hydro),Thermal/Power Industry,75.0,10.207,76.7137,WRI Power Database
IDUKKI,Power Plant (Hydro),Thermal/Power Industry,780.0,9.8503,77.0555,WRI Power Database
IEPL  BELA TPP,Power Plant (Coal),Thermal/Power Industry,270.0,20.8102,79.0556,WRI Power Database
IL&FS Kaladeh Wind Farm,Power Plant (Wind),Thermal/Power Industry,24.0,22.8396,76.1906,WRI Power Database
IND BARATH TPP,Power Plant (Coal),Thermal/Power Industry,350.0,21.658,83.92,WRI Power Database
INDIA POWER TPP(HALDIA  HIRANMAYE ),Power Plant (Coal),Thermal/Power Industry,300.0,22.0774,88.0995,WRI Power Database
INDIRA SAGAR,Power Plant (Hydro),Thermal/Power Industry,1000.0,22.2791,76.4728,WRI Power Database
INDRA GANDHI STPP,Power Plant (Coal),Thermal/Power Industry,1500.0,28.4849,76.3754,WRI Power Database
ITPCL TPP,Power Plant (Coal),Thermal/Power Industry,1200.0,11.5214,79.7515,WRI Power Database
Icchawar,Power Plant (Solar),Thermal/Power Industry,9.0,23.033,77.06,WRI Power Database
Idihalli AF,Power Plant (Solar),Thermal/Power Industry,10.0,13.833,77.34,WRI Power Database
Idihalli CMS,Power Plant (Solar),Thermal/Power Industry,30.0,13.81,77.33,WRI Power Database
Indi Essel,Power Plant (Solar),Thermal/Power Industry,20.0,17.024,75.827,WRI Power Database
Indi Rays,Power Plant (Solar),Thermal/Power Industry,5.0,17.17,75.93,WRI Power Database
Indiranagar,Power Plant (Solar),Thermal/Power Industry,7.0,14.178,77.44,WRI Power Database
Ingaleshwar Wind Farm,Power Plant (Wind),Thermal/Power Industry,100.8,16.6208,76.0223,WRI Power Database
Isanpur Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,22.4809,72.5235,WRI Power Database
Islamwadi,Power Plant (Solar),Thermal/Power Industry,50.0,19.715,75.94,WRI Power Database
Itnal Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,3.0,16.4018,74.6641,WRI Power Database
Ittagi Hero,Power Plant (Solar),Thermal/Power Industry,40.0,14.96,76.045,WRI Power Database
Ittigi Hartek,Power Plant (Solar),Thermal/Power Industry,50.0,14.91,76.112,WRI Power Database
Iyyermalai,Power Plant (Solar),Thermal/Power Industry,75.0,10.88,78.345,WRI Power Database
J.SAGAR,Power Plant (Hydro),Thermal/Power Industry,99.0,25.0369,75.6778,WRI Power Database
JAISALMER GODAWARI,Power Plant (Biomass),Thermal/Power Industry,50.0,27.601,72.2242,WRI Power Database
JALDHAKA I&II,Power Plant (Hydro),Thermal/Power Industry,36.0,27.0297,88.8747,WRI Power Database
JALLIPPA KAPURDI TPP,Power Plant (Coal),Thermal/Power Industry,1080.0,25.8888,71.3236,WRI Power Database
JAYKAYPURAM PLANT,Power Plant (Coal),Thermal/Power Industry,66.0,24.6963,73.0017,WRI Power Database
JAYPEE BELA CEMENT,Power Plant (Coal),Thermal/Power Industry,63.5,24.5286,81.1698,WRI Power Database
JAYPEE REWA CEMENT,Power Plant (Coal),Thermal/Power Industry,54.5,24.565,81.1748,WRI Power Database
JAYPEE SIDHI CEMENT,Power Plant (Coal),Thermal/Power Industry,155.0,24.3272,81.3293,WRI Power Database
JEGURUPADU GT,Power Plant (Gas),Thermal/Power Industry,445.674,16.9312,81.86,WRI Power Database
JOG,Power Plant (Hydro),Thermal/Power Industry,139.2,14.2273,74.7994,WRI Power Database
JOJBERA,Power Plant (Coal),Thermal/Power Industry,427.5,22.7554,86.2491,WRI Power Database
JORETHANG LOOP,Power Plant (Hydro),Thermal/Power Industry,96.0,27.1598,88.2924,WRI Power Database
JSW RATNAGIRI TPP,Power Plant (Coal),Thermal/Power Industry,1200.0,17.297,73.212,WRI Power Database
Jafrabad Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,15.0,20.8772,71.2801,WRI Power Database
Jagtial,Power Plant (Solar),Thermal/Power Industry,30.0,18.824,79.104,WRI Power Database
Jajru,Power Plant (Solar),Thermal/Power Industry,5.0,28.282,77.318,WRI Power Database
Jalaun SD,Power Plant (Solar),Thermal/Power Industry,75.0,26.27,79.52,WRI Power Database
Jalgaon Arvi,Power Plant (Solar),Thermal/Power Industry,20.0,20.775,78.105,WRI Power Database
Jambalapuram,Power Plant (Solar),Thermal/Power Industry,20.0,9.81,77.78,WRI Power Database
Jamuria Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,2.0,23.7162,87.0695,WRI Power Database
Jangi Wind Farm,Power Plant (Wind),Thermal/Power Industry,91.8,23.2409,70.509,WRI Power Database
Jangi village wind farm,Power Plant (Wind),Thermal/Power Industry,10.5,23.208,70.5465,WRI Power Database
Jatisara,Power Plant (Solar),Thermal/Power Industry,5.0,27.117,72.779,WRI Power Database
Jeedimetla,Power Plant (Solar),Thermal/Power Industry,10.0,17.572,78.428,WRI Power Database
Jeloo Wind Farm,Power Plant (Wind),Thermal/Power Industry,29.6,26.5255,72.7629,WRI Power Database
Jodhpur SP,Power Plant (Solar),Thermal/Power Industry,50.0,26.86,72.715,WRI Power Database
Jodiya Wind Farm,Power Plant (Wind),Thermal/Power Industry,33.0,22.7532,70.3961,WRI Power Database
Jogipet,Power Plant (Solar),Thermal/Power Industry,8.4,17.866,78.016,WRI Power Database
K.N. Ram Kaltek Wind Farm,Power Plant (Wind),Thermal/Power Industry,10.25,21.2261,74.2393,WRI Power Database
KADAMPARI,Power Plant (Hydro),Thermal/Power Industry,400.0,10.4104,77.0435,WRI Power Database
KADANA,Power Plant (Hydro),Thermal/Power Industry,240.0,23.3045,73.8254,WRI Power Database
KADRA,Power Plant (Hydro),Thermal/Power Industry,150.0,14.8901,74.3916,WRI Power Database
KAHALGAON,Power Plant (Coal),Thermal/Power Industry,2340.0,25.2349,87.2635,WRI Power Database
KAIGA,Power Plant (Nuclear),Thermal/Power Industry,880.0,14.865,74.4385,WRI Power Database
KAKATIYA TPP,Power Plant (Coal),Thermal/Power Industry,1100.0,18.3835,79.8265,WRI Power Database
KAKKAD,Power Plant (Hydro),Thermal/Power Industry,50.0,9.3275,76.9717,WRI Power Database
KAKRAPARA,Power Plant (Nuclear),Thermal/Power Industry,440.0,21.2384,73.3489,WRI Power Database
KALINADI,Power Plant (Hydro),Thermal/Power Industry,855.0,15.2761,74.5268,WRI Power Database
KALINADI SUPA,Power Plant (Hydro),Thermal/Power Industry,100.0,15.2761,74.5268,WRI Power Database
KALISINDH,Power Plant (Coal),Thermal/Power Industry,1200.0,24.5295,76.0986,WRI Power Database
KALLADA,Power Plant (Hydro),Thermal/Power Industry,15.0,8.9553,77.0697,WRI Power Database
KALLUR GRINDING,Power Plant (Coal),Thermal/Power Industry,30.0,17.3821,77.4389,WRI Power Database
KAMAL SPONGE,Power Plant (Coal),Thermal/Power Industry,12.0,24.6266,80.831,WRI Power Database
KAMALANGA,Power Plant (Coal),Thermal/Power Industry,1050.0,20.87,85.2671,WRI Power Database
KANHER,Power Plant (Hydro),Thermal/Power Industry,4.0,17.7384,73.917,WRI Power Database
KARAD MILL,Power Plant (Biomass),Thermal/Power Industry,16.0,17.1657,74.2459,WRI Power Database
KARAIKAL,Power Plant (Gas),Thermal/Power Industry,32.5,10.9325,79.8216,WRI Power Database
KARBI LANGPI,Power Plant (Hydro),Thermal/Power Industry,100.0,25.9552,92.5171,WRI Power Database
KARCHAM WANGTOO,Power Plant (Hydro),Thermal/Power Industry,1000.0,31.5156,78.1073,WRI Power Database
KARGIL,Power Plant (Hydro),Thermal/Power Industry,3.75,34.5605,76.1299,WRI Power Database
KARUPPUR GT,Power Plant (Gas),Thermal/Power Industry,119.8,11.1208,79.5287,WRI Power Database
KASAIPALLI,Power Plant (Coal),Thermal/Power Industry,270.0,22.389,82.5549,WRI Power Database
KASARGODE DG,Power Plant (Oil),Thermal/Power Industry,21.84,12.4837,74.9929,WRI Power Database
KASRAWAD FACTORY,Power Plant (Coal),Thermal/Power Industry,10.0,22.1335,75.4568,WRI Power Database
KATHALGURI GT,Power Plant (Gas),Thermal/Power Industry,291.0,27.341,95.408,WRI Power Database
KAWAI TPP,Power Plant (Coal),Thermal/Power Industry,1320.0,24.7773,76.737,WRI Power Database
KAWAS GT,Power Plant (Gas),Thermal/Power Industry,645.0,21.175,72.6879,WRI Power Database
KAYAM KULAM GT,Power Plant (Gas),Thermal/Power Industry,350.0,9.2404,76.4283,WRI Power Database
KCSF SANGUR,Power Plant (Biomass),Thermal/Power Industry,18.0,14.7753,75.3131,WRI Power Database
KHADAVASLA I&II,Power Plant (Hydro),Thermal/Power Industry,16.0,18.3803,73.6116,WRI Power Database
KHAMBERKHERA IPP,Power Plant (Coal),Thermal/Power Industry,90.0,28.017,80.8307,WRI Power Database
KHANDONG,Power Plant (Hydro),Thermal/Power Industry,50.0,25.5177,92.6679,WRI Power Database
KHARA,Power Plant (Hydro),Thermal/Power Industry,72.0,30.3508,77.6017,WRI Power Database
KHATIMA,Power Plant (Hydro),Thermal/Power Industry,41.4,28.9232,80.0243,WRI Power Database
KHODRI,Power Plant (Hydro),Thermal/Power Industry,120.0,30.5085,77.8001,WRI Power Database
KHOPOLI,Power Plant (Hydro),Thermal/Power Industry,72.0,18.7817,73.3558,WRI Power Database
KHOPOLI WORKS,Power Plant (Coal),Thermal/Power Industry,60.0,18.7712,73.259,WRI Power Database
KISHENGANGA,Power Plant (Hydro),Thermal/Power Industry,330.0,34.649,74.7514,WRI Power Database
KM DODDI SUGAR,Power Plant (Biomass),Thermal/Power Industry,26.0,12.4806,77.0411,WRI Power Database
KODASALI,Power Plant (Hydro),Thermal/Power Industry,120.0,14.955,74.5904,WRI Power Database
KODAYAR-I&II,Power Plant (Hydro),Thermal/Power Industry,100.0,8.5319,77.3125,WRI Power Database
KODERMA,Power Plant (Coal),Thermal/Power Industry,1000.0,24.3858,85.5517,WRI Power Database
KOJIKODE DG,Power Plant (Oil),Thermal/Power Industry,96.0,11.2054,75.8067,WRI Power Database
KOLAGHAT,Power Plant (Coal),Thermal/Power Industry,1260.0,22.4157,87.8713,WRI Power Database
KOLDAM,Power Plant (Hydro),Thermal/Power Industry,800.0,31.382,76.8761,WRI Power Database
KOLHAPUR HEMARUS,Power Plant (Biomass),Thermal/Power Industry,20.0,16.0327,74.4583,WRI Power Database
KOLHAPUR KAGAL,Power Plant (Biomass),Thermal/Power Industry,20.0,16.589,74.2993,WRI Power Database
KOLHAPUR KUMBHI,Power Plant (Biomass),Thermal/Power Industry,17.5,16.689,74.1201,WRI Power Database
KOLLEGAL SUGAR,Power Plant (Biomass),Thermal/Power Industry,16.0,12.1056,76.7606,WRI Power Database
KONASEEMA CCCP,Power Plant (Gas),Thermal/Power Industry,445.0,16.7346,81.8622,WRI Power Database
KONDAPALLI GT,Power Plant (Gas),Thermal/Power Industry,1458.0,16.64,80.5504,WRI Power Database
KOPILI,Power Plant (Hydro),Thermal/Power Industry,200.0,25.5177,92.6679,WRI Power Database
KOPPA SUGAR,Power Plant (Biomass),Thermal/Power Industry,26.0,12.702,76.9787,WRI Power Database
KOPPAL HKMP,Power Plant (Coal),Thermal/Power Industry,12.0,15.316,76.2507,WRI Power Database
KORADI,Power Plant (Coal),Thermal/Power Industry,2400.0,21.2414,79.096,WRI Power Database
KORBA STPS,Power Plant (Coal),Thermal/Power Industry,2600.0,22.3881,82.6858,WRI Power Database
KORBA-EAST,Power Plant (Coal),Thermal/Power Industry,890.0,22.3828,82.7188,WRI Power Database
KORBA-WEST,Power Plant (Coal),Thermal/Power Industry,1340.0,22.4118,82.6888,WRI Power Database
KOSI,Power Plant (Hydro),Thermal/Power Industry,20.0,26.497,86.9549,WRI Power Database
KOTA,Power Plant (Coal),Thermal/Power Industry,1240.0,25.1712,75.8171,WRI Power Database
KOTA COMPLEX,Power Plant (Coal),Thermal/Power Industry,125.0,25.1386,75.8883,WRI Power Database
KOTESHWAR,Power Plant (Hydro),Thermal/Power Industry,400.0,30.2594,78.4971,WRI Power Database
KOTLA,Power Plant (Hydro),Thermal/Power Industry,77.65,31.268,76.492,WRI Power Database
KOVILKALAPPAL,Power Plant (Gas),Thermal/Power Industry,107.88,10.5415,79.4507,WRI Power Database
KOYNA COMPLEX,Power Plant (Hydro),Thermal/Power Industry,1956.0,17.4599,73.684,WRI Power Database
KS Oils Chinnakuyili Wind Farm,Power Plant (Wind),Thermal/Power Industry,12.0,10.9328,77.0912,WRI Power Database
KUDGI,Power Plant (Coal),Thermal/Power Industry,2400.0,16.4994,75.8349,WRI Power Database
KULHAL,Power Plant (Hydro),Thermal/Power Industry,30.0,30.4289,77.6296,WRI Power Database
KUMSP} Adani,Power Plant (Solar),Thermal/Power Industry,50.0,15.658,78.289,WRI Power Database
KUMSP} Azure,Power Plant (Solar),Thermal/Power Industry,100.0,15.655,78.277,WRI Power Database
KUMSP} Greenko,Power Plant (Solar),Thermal/Power Industry,500.0,15.679,78.274,WRI Power Database
KUMSP} Greenko 1,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 10,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 2,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 3,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 4,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 5,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 6,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 7,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 8,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Greenko 9,Power Plant (Solar),Thermal/Power Industry,50.0,15.662,78.257,WRI Power Database
KUMSP} Softbank,Power Plant (Solar),Thermal/Power Industry,350.0,15.662,78.257,WRI Power Database
KUNDAH I-V,Power Plant (Hydro),Thermal/Power Industry,555.0,11.2861,76.6511,WRI Power Database
KUNDANKULAM,Power Plant (Nuclear),Thermal/Power Industry,2000.0,8.1691,77.1327,WRI Power Database
KUNDARGI MILL,Power Plant (Biomass),Thermal/Power Industry,16.5,16.2651,75.5302,WRI Power Database
KUNDARKI TPP,Power Plant (Coal),Thermal/Power Industry,90.0,27.0786,82.0841,WRI Power Database
KUTCH LIG.,Power Plant (Coal),Thermal/Power Industry,290.0,23.6626,68.7843,WRI Power Database
KUTHUNGAL,Power Plant (Hydro),Thermal/Power Industry,21.0,9.9356,77.1068,WRI Power Database
KUTTALAM GT,Power Plant (Gas),Thermal/Power Industry,101.0,11.076,79.57,WRI Power Database
KUTTIADI,Power Plant (Hydro),Thermal/Power Industry,125.0,11.5484,75.8988,WRI Power Database
KUTTIYADI Add ext,Power Plant (Hydro),Thermal/Power Industry,100.0,11.5484,75.8988,WRI Power Database
KYMORE,Power Plant (Coal),Thermal/Power Industry,50.0,24.0529,80.6144,WRI Power Database
KYREDEMKULAI,Power Plant (Hydro),Thermal/Power Industry,60.0,25.7848,91.7895,WRI Power Database
K_GUDEM,Power Plant (Coal),Thermal/Power Industry,720.0,17.6219,80.6936,WRI Power Database
K_GUDEM NEW,Power Plant (Coal),Thermal/Power Industry,1800.0,17.6219,80.6936,WRI Power Database
K_KHEDA II,Power Plant (Coal),Thermal/Power Industry,1340.0,21.2818,79.116,WRI Power Database
Kachalia I+II,Power Plant (Solar),Thermal/Power Industry,40.0,23.885,75.899,WRI Power Database
Kadala,Power Plant (Solar),Thermal/Power Industry,40.0,20.76,85.295,WRI Power Database
Kadiri,Power Plant (Solar),Thermal/Power Industry,5.0,14.164,78.144,WRI Power Database
Kadivella,Power Plant (Solar),Thermal/Power Industry,30.0,15.667,77.486,WRI Power Database
Kadodiya,Power Plant (Solar),Thermal/Power Industry,10.0,23.511,76.159,WRI Power Database
Kadodiya A,Power Plant (Solar),Thermal/Power Industry,25.0,23.538,76.121,WRI Power Database
Kadodiya HE,Power Plant (Solar),Thermal/Power Industry,5.0,23.5064,76.1538,WRI Power Database
Kajipuram,Power Plant (Solar),Thermal/Power Industry,30.0,16.884,77.587,WRI Power Database
Kakarani,Power Plant (Solar),Thermal/Power Industry,115.9,17.281,79.19,WRI Power Database
Kakkireni Adani,Power Plant (Solar),Thermal/Power Industry,50.0,17.276,79.204,WRI Power Database
Kaladonger Wind Farm,Power Plant (Wind),Thermal/Power Industry,75.6,27.0931,70.9996,WRI Power Database
Kalamarahalli,Power Plant (Solar),Thermal/Power Industry,10.9,14.109,76.758,WRI Power Database
Kalhe,Power Plant (Solar),Thermal/Power Industry,5.0,18.882,73.1,WRI Power Database
Kalipi,Power Plant (Solar),Thermal/Power Industry,40.0,13.981,77.481,WRI Power Database
Kallurani Aadhavan,Power Plant (Solar),Thermal/Power Industry,50.0,9.446,78.15,WRI Power Database
Kallurani Phoebus,Power Plant (Solar),Thermal/Power Industry,50.0,9.454,78.152,WRI Power Database
Kallurani RT,Power Plant (Solar),Thermal/Power Industry,15.0,9.47,78.153,WRI Power Database
Kalwakurthy Haldiram,Power Plant (Solar),Thermal/Power Industry,10.0,16.696,78.489,WRI Power Database
Kalwakurthy Rays,Power Plant (Solar),Thermal/Power Industry,10.0,16.712,78.474,WRI Power Database
Kamalapuram,Power Plant (Solar),Thermal/Power Industry,10.0,9.119,78.103,WRI Power Database
Kamalpur SUTIP,Power Plant (Solar),Thermal/Power Industry,24.1,23.049,71.869,WRI Power Database
Kamalpur UPPL,Power Plant (Solar),Thermal/Power Industry,23.0,23.049,71.862,WRI Power Database
Kamareddy Mytrah,Power Plant (Solar),Thermal/Power Industry,50.0,18.363,78.213,WRI Power Database
Kamareddy SP,Power Plant (Solar),Thermal/Power Industry,34.0,18.38,78.265,WRI Power Database
Kamareddy Sky,Power Plant (Solar),Thermal/Power Industry,50.0,18.388,78.226,WRI Power Database
Kambadur,Power Plant (Solar),Thermal/Power Industry,11.2,14.392,77.204,WRI Power Database
Kambalahalli A,Power Plant (Solar),Thermal/Power Industry,30.0,14.203,77.38,WRI Power Database
Kambalahalli B,Power Plant (Solar),Thermal/Power Industry,30.0,14.195,77.347,WRI Power Database
Kamuthi Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,648.0,9.3381,78.3917,WRI Power Database
Kanajanahalli,Power Plant (Solar),Thermal/Power Industry,20.0,14.126,76.81,WRI Power Database
Kanakagiri,Power Plant (Solar),Thermal/Power Industry,20.0,15.572,76.464,WRI Power Database
Kanakagiri A,Power Plant (Solar),Thermal/Power Industry,15.0,15.552,76.43,WRI Power Database
Kandagatla Keerthi,Power Plant (Solar),Thermal/Power Industry,8.0,17.271,79.597,WRI Power Database
Kandu Khera,Power Plant (Solar),Thermal/Power Industry,14.0,29.961,74.508,WRI Power Database
Kanheri Bhatyari,Power Plant (Solar),Thermal/Power Industry,20.0,22.334,74.707,WRI Power Database
Kanksha,Power Plant (Solar),Thermal/Power Industry,5.0,23.475,87.475,WRI Power Database
Kapeli,Power Plant (Solar),Thermal/Power Industry,10.2,23.457,76.118,WRI Power Database
Karahra Kalan,Power Plant (Solar),Thermal/Power Industry,10.0,25.32,79.812,WRI Power Database
Karajgi,Power Plant (Solar),Thermal/Power Industry,5.0,17.448,76.048,WRI Power Database
Karmaria Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,15.0,23.35,70.388,WRI Power Database
Karoor,Power Plant (Solar),Thermal/Power Industry,10.0,16.861,78.093,WRI Power Database
Karur,Power Plant (Solar),Thermal/Power Industry,10.0,10.816,78.186,WRI Power Database
Karur Textile Park Wind Farm,Power Plant (Wind),Thermal/Power Industry,6.0,8.3091,77.6191,WRI Power Database
Kasaragod KSEB,Power Plant (Solar),Thermal/Power Industry,50.0,12.34,75.15,WRI Power Database
Kathauti 1 Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,27.224,74.2524,WRI Power Database
Kathauti 2 Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,40.0,27.2089,74.2553,WRI Power Database
Kathauti Azure 20,Power Plant (Solar),Thermal/Power Industry,20.0,27.204,74.254,WRI Power Database
Katol - Citra Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,2.0,21.317,78.6025,WRI Power Database
Katol - Sepset Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,2.0,21.3174,78.6001,WRI Power Database
Katol I,Power Plant (Solar),Thermal/Power Industry,4.0,21.3168,78.6021,WRI Power Database
Katol II,Power Plant (Solar),Thermal/Power Industry,40.0,21.315,78.6,WRI Power Database
Kauriwara,Power Plant (Solar),Thermal/Power Industry,24.0,29.675,75.3,WRI Power Database
Kavithal,Power Plant (Solar),Thermal/Power Industry,28.8,16.12,76.75,WRI Power Database
Kayanathar,Power Plant (Solar),Thermal/Power Industry,49.0,8.913,77.746,WRI Power Database
Kesinga,Power Plant (Solar),Thermal/Power Industry,10.0,20.205,83.25,WRI Power Database
Kewal,Power Plant (Solar),Thermal/Power Industry,20.0,29.895,75.075,WRI Power Database
Khadoda Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,10.0,23.443,73.2014,WRI Power Database
Khaira Khurad,Power Plant (Solar),Thermal/Power Industry,25.0,29.658,75.264,WRI Power Database
Khandala Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.2,18.6051,75.0381,WRI Power Database
Khariya Mishar,Power Plant (Solar),Thermal/Power Industry,80.0,24.865,78.665,WRI Power Database
Khera,Power Plant (Solar),Thermal/Power Industry,5.0,30.81,76.88,WRI Power Database
Khetusar - Northern Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,20.0,27.3225,71.9951,WRI Power Database
Khetusar - Suryauday Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,10.0,27.3247,71.991,WRI Power Database
Khialli Chahlian Wali,Power Plant (Solar),Thermal/Power Industry,15.0,30.026,75.411,WRI Power Database
Khilchipur Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,25.0,24.0682,76.589,WRI Power Database
Khimsar,Power Plant (Solar),Thermal/Power Industry,5.0,26.97,73.392,WRI Power Database
Khirsara - Unity Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,23.3578,70.0548,WRI Power Database
Khirsara - Welspun Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,15.0,23.3618,70.0536,WRI Power Database
Khirwa Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,27.301,72.3236,WRI Power Database
Khori Wind Farm,Power Plant (Wind),Thermal/Power Industry,20.8,21.167,74.3272,WRI Power Database
Khurpia,Power Plant (Solar),Thermal/Power Industry,12.5,28.96,79.525,WRI Power Database
Killanur A,Power Plant (Solar),Thermal/Power Industry,4.5,10.57,78.877,WRI Power Database
Killianwali,Power Plant (Solar),Thermal/Power Industry,24.0,29.95,74.676,WRI Power Database
Kisnayat Budhan GT,Power Plant (Solar),Thermal/Power Industry,5.0,27.901,72.936,WRI Power Database
Kisnayat Budhan NVR,Power Plant (Solar),Thermal/Power Industry,10.0,27.905,72.94,WRI Power Database
Kodaiyur,Power Plant (Solar),Thermal/Power Industry,5.0,10.856,77.977,WRI Power Database
Kodangal,Power Plant (Solar),Thermal/Power Industry,15.0,17.155,77.628,WRI Power Database
Kodur,Power Plant (Solar),Thermal/Power Industry,50.0,12.98,77.97,WRI Power Database
Kohinoor Wind Farm,Power Plant (Wind),Thermal/Power Industry,24.0,26.6797,71.026,WRI Power Database
Kolanpaka,Power Plant (Solar),Thermal/Power Industry,6.6,17.6703,79.0307,WRI Power Database
Kolihal I,Power Plant (Solar),Thermal/Power Industry,5.0,15.575,76.207,WRI Power Database
Kolihal II,Power Plant (Solar),Thermal/Power Industry,5.0,15.587,76.191,WRI Power Database
Komal West Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,11.0118,79.5898,WRI Power Database
Kombhalne,Power Plant (Solar),Thermal/Power Industry,30.0,19.62,73.93,WRI Power Database
Kombukaranatham,Power Plant (Solar),Thermal/Power Industry,5.0,8.768,77.956,WRI Power Database
Koratagere,Power Plant (Solar),Thermal/Power Industry,20.0,13.51,77.24,WRI Power Database
Kosa Wind Farm,Power Plant (Wind),Thermal/Power Industry,33.0,23.3183,68.6988,WRI Power Database
Kotagulla,Power Plant (Solar),Thermal/Power Industry,5.0,14.165,78.143,WRI Power Database
Kothapalli Solar Park,Power Plant (Solar),Thermal/Power Industry,100.0,14.525,77.59,WRI Power Database
Kotra,Power Plant (Solar),Thermal/Power Industry,20.0,28.022,73.069,WRI Power Database
Kottamangalam Wind Farm,Power Plant (Wind),Thermal/Power Industry,56.25,10.6558,77.2471,WRI Power Database
Kottathara Village Wind Farm,Power Plant (Wind),Thermal/Power Industry,3.0,11.0951,76.6709,WRI Power Database
Kottathur,Power Plant (Solar),Thermal/Power Industry,10.0,11.122,78.689,WRI Power Database
Kovilpatti,Power Plant (Solar),Thermal/Power Industry,15.6,9.155,77.82,WRI Power Database
Kudankulam,Power Plant (Nuclear),Thermal/Power Industry,2000.0,8.1689,77.7126,WRI Power Database
Kudri Kotgi,Power Plant (Solar),Thermal/Power Industry,10.0,15.61,76.05,WRI Power Database
Kuhana,Power Plant (Solar),Thermal/Power Industry,50.0,26.099,79.605,WRI Power Database
Kunigal A,Power Plant (Solar),Thermal/Power Industry,5.5,13.04,76.923,WRI Power Database
Kunigal B,Power Plant (Solar),Thermal/Power Industry,6.0,12.864,77.113,WRI Power Database
Kuravapalli,Power Plant (Solar),Thermal/Power Industry,10.0,14.101,78.734,WRI Power Database
Kurdi Hero,Power Plant (Solar),Thermal/Power Industry,50.0,16.134,77.128,WRI Power Database
Kurmapally Gk,Power Plant (Solar),Thermal/Power Industry,48.0,16.772,78.868,WRI Power Database
Kurmapally Mytrah,Power Plant (Solar),Thermal/Power Industry,50.0,16.802,78.887,WRI Power Database
Kurmapally Sky,Power Plant (Solar),Thermal/Power Industry,50.0,16.837,78.956,WRI Power Database
LAKHERI CEMENT PLANT,Power Plant (Coal),Thermal/Power Industry,25.0,25.6732,76.1901,WRI Power Database
LAKWA GT,Power Plant (Gas),Thermal/Power Industry,211.955,27.0221,94.8833,WRI Power Database
LALITPUR TPP,Power Plant (Coal),Thermal/Power Industry,1980.0,24.7971,78.6463,WRI Power Database
LARA,Power Plant (Coal),Thermal/Power Industry,800.0,21.757,83.4573,WRI Power Database
